Date	Phytoplankton-Bacillariophyta	Phytoplankton-Chlorophyta	Phytoplankton-Chrysophyta	Phytoplankton-Cryptophyta	Phytoplankton-Cyanophyta	Phytoplankton-Euglenophyta	Phytoplankton-Haptophyta	Phytoplankton-Miscellaneous	Phytoplankton-Pyrrhophyta	Phytoplankton-Xanthophyta	Phytoplankton-Total
2017-08-07	0.64920825	0.06578378	0	0.01419034	2.10439254	0	0.00256136	0.00806021	0.19836202	0	3.0425585
2017-08-23	3.10673914	0.119903	0.01579785	0.0170284	12.25999248	0	0.04994652	0	0	0	15.56940739
2017-09-06	0.43413513	0.30762527	0.00179597	0.06598509	1.6771499	0	0.02113122	0	0.04805661	0	2.55587919
2017-09-25	0.00359193	0.17712012	0.00177379	0.08594026	3.95628204	0	0.160085	0	0	0	4.38479314
2017-10-04	0.21317849	0.07932095	0.05099654	0.0085142	1.39830827	0	0.0832442	0.00354759	0.01593321	0	1.85304345
2017-11-02	0.3071101	0.04786896	0	0.02647386	1.94730586	0	0.00064034	0	0	0	2.32939912
2017-12-19	2.64252383	0.0013264	0.00205254	0.04335657	1.28694529	0	0.00329318	0.00182447	0.00091224	0	3.98223452
2018-01-23	3.72024844	0.00979584	0	0.07185044	0.55572423	0	0.01024544	0	0	0	4.36786439
2018-04-20	0.36841003	0.38585622	0.0208125	0.23956553	0.10304692	0	0.10501576	0	0.12079293	0	1.34349989
2018-05-07	0.06912843	0.44663636	0	0.81150989	0.23611688	0	0.23052241	0	0.08457002	0	1.87848399
2018-05-14	1.48612928	0.17951108	0	0.92702809	0.10960697	0	0.1344714	0	0.02860241	0	2.86534923
2018-05-29	0.00035476	0.10118898	0	0.0170284	8.72349947	0	0.00170757	0	0	0	8.84377918
2018-06-11	0	0.05541561	0	0.00645661	0.06249626	0	0.00093917	0.00073861	0.03728028	0	0.16332654
2018-06-25	0.072882	0.04591345	0	0.06472124	2.03430485	0	0	0	0	0	2.21782154
2018-07-09	1.58166099	0.17192853	0	0.00709517	2.48842158	0	0.00768408	0	0.34307796	0	4.59986831
2018-07-23	0.18064277	0.08345909	0	0.02270454	9.82064243	0	0	0	1.02873344	0	11.13618227
2018-08-06	0.00279879	0.03335443	0	0.02687296	7.02754981	0	0.00192102	0	0	0	7.09249701
2018-08-22	0.07460873	0.09267154	0.00053214	0.04895668	1.91625663	0	0.03649938	0	0	0	2.1695251
2018-09-04	0.11438879	0.03191263	0.01216315	0.0119731	2.30489854	0	0.01097726	0	0	0	2.48631347
2018-09-19	0.1277131	0.01198941	0	0.03281517	2.91634141	0	0.00256136	0	0.00159641	0	3.09301686
2018-10-02	0.04070678	0.02012263	0	0.02405263	2.8815741	0	0.00537886	0	0	0	2.971835
2018-10-18	0.05895287	0.03017231	0.00423127	0.04512086	2.20387422	0	0.01680893	0	0	0	2.35916046
2018-10-29	0.05888518	0.046974	0	0.08159447	1.63650366	0	0.00384204	0	0	0	1.82779935
2018-11-14	0.0399255	0.01041618	0.00350324	0.0462073	0.46001806	0	0	0	0.00079821	0	0.56086849
2018-11-30	0.0151215	0.02566459	0.00236506	0.02456621	0.1501865	0	0.00373532	0.0055431	0	0	0.22718228
2019-02-21	0.46665833	0.00926329	0.02782777	0.08127519	0.02137055	0	0.03227314	0	0.01135227	0	0.65002054
2019-04-03	1.41893073	0.19075042	0.07366632	0.06267401	0.02745343	0.0266069	0.02401275	0	0.00687344	0	1.830968
2019-04-15	7.16614341	0.06830464	0.02241102	0.07128429	0.02849256	0.01108621	0.09124845	0	0.01031018	0	7.46928076
2019-04-29	3.75684573	0.10446319	0.00550477	0.07825973	0.01231607	0.00080885	0.0291995	0	0.02009707	0	4.00749491
2019-05-13	0.11291938	0.01633461	0.00369321	0.20053907	0.04078666	0	0.03688359	0	0	0	0.41115652
2019-05-28	0.00085741	0.0009824	0.00037996	0.01714317	0.01565865	0	0.00028175	0	0	0	0.03530334
2019-06-11	0.01817694	2.73053646	0.00395157	0.10609173	0.04725494	0.11217232	0.00017076	0	0.02565568	0	3.0440104
2019-06-24	0.00047892	0.01803399	0	0.01847582	2.0593711	0	0	0	0	0	2.09635983
2019-07-08	0	0.02134665	0.0023861	0.00496662	6.28558045	0.01303738	0	0	0.00665172	0	6.33396892
2019-07-22	0.00981129	0.02493011	0	0.0221724	16.16111343	0	0.00080043	0	0	0	16.21882766
2019-08-05	0.42078804	0.03299472	0	0.00567613	11.24686353	0	0	0	0	0	11.70632242
2019-08-21	0.29932758	0.02498659	0	0.0042571	10.63325262	0	0	0	0	0	10.96182389
2019-09-04	0.02613513	0.00553396	0	0.04895667	6.85779675	0	0	0	0	0	6.93842251
2019-10-04	0.04930256	0.00019845	0	0.00255426	24.34175594	0	0	0	0	0	24.39381121
2019-10-28	0.01387359	0.00118253	5.80E-05	0.06063415	1.55133341	0	0	0	0	0	1.62708163
2019-11-20	0.027751	0.01965664	1.74E-05	0.03826069	0.11151548	0	0.00025614	0	0	0	0.19745733
