Date1	Date	Bacillariophyta	Chlorophyta	Chrysophyta	Cryptophyta	Cyanophyta	Euglenophyta	Haptophyta	Miscellaneous	Pyrrhophyta	Xanthophyta
2016/4/12	2016-04-12	0.35372259	0.12876843000000002	0.00359194	0.09956298	0.52003196	0	0.07299876	0	0.03038507	0
2016/4/25	2016-04-25	0.00156781	0.25896247000000006	0.02171126	0.12239166	0.6286345099999999	0	0.39380911	0.03133703	0.016296730000000002	0
2016/5/11	2016-05-11	0.02092776	0.8589754099999999	0.00136836	0.01417344	0.03683021000000001	0	0.00085379	0.00024394	0	0
2016/5/23	2016-05-23	0.0001419	1.9610012800000003	0.00256815	0.02057601	0.06319756	0	0.00085379	0	0	0
2016/6/07	2016-06-07	0.02838069	0.62312511	0.00211969	0.013126069999999998	0.40995496000000003	0	0.00034151	0	0	0
2016/6/20	2016-06-20	0	0.013122249999999998	0.0020953	0.041861510000000005	0.8104462799999999	0	0	0	0	0
2016/7/05	2016-07-05	0	0.14696388999999999	0.00866588	0.13432047	0.6380543099999999	0	0.00576306	0.03192828	0.01277131	0
2016/7/18	2016-07-18	0.04314754	0.14356109	0.00576475	0.09408493	1.0039596300000002	0	0.0928493	0.00872115	0	0
2016/8/01	2016-08-01	0.16899155	0.15834282000000002	0.00476707	0.057943890000000005	0.49590554	0	0.1312697	0	0.00591264	0
2016/8/15	2016-08-15	0.05426068	0.044347399999999995	0.00448992	0.012416549999999998	1.7972009299999998	0.02075338	0.0384204	0	0.02792595	0
2016/8/30	2016-08-30	0.04111796	0.01731584	0.00089798	0.00638565	0.9528611500000002	0	0.00576306	0	0.10330887	0
2016/10/04	2016-10-04	0.10190441	0.06333272999999999	0.01419034	0.18278936	0.5731406	0	0.02177156	0	0.12815097	0
2016/11/09	2016-11-09	0.23613314999999999	0.23140136	0.00399103	0.00085142	1.75795952	0	0.00307363	0	0.01322735	0
2017/2/06	2017-02-06	1.1272894500000001	0.005954259999999999	0.007316909999999999	0.11207301999999998	0.61494977	0	0.00051227	0	0	0
2017/4/17	2017-04-17	0.38051163	0.08670786	0.00966008	0.50606298	0.5810757200000002	0	0.064034	0.01995517	0.02057599	0
2017/5/03	2017-05-03	0.7567406299999999	0.25912055999999994	0.038198750000000004	0.20487297999999998	0.24489242999999997	0	0.1248663	0.05321379	0.00798207	0
2017/5/15	2017-05-15	0.42651403	0.09442583	0	0.3477519	0.19163247000000005	0	0.43222951	0.03194158	0.01436772	0
2017/5/30	2017-05-30	0.00327664	0.02072624	2.129e-05	0.01137179	0.3640829899999999	0	0.0003842	0.00127766	0	0
2017/6/12	2017-06-12	0.0008869	0.04204977	0.00049272	0.026015609999999998	12.62116713	0	0.01138382	0	0	0
2017/6/26	2017-06-26	0	0.05765804000000001	0.01529899	0.01560937	2.1215555	0	0	0	0	0
2017/7/10	2017-07-10	3.33164107	0.10657094	0	0.17454112	2.1472842	0	0	0	0	0
2017/7/24	2017-07-24	1.54954294	0.66406222	0	0.0340568	2.3461441999999995	0	0.096051	0	0.06704938	0
2017/8/07	2017-08-07	0.64920825	0.06578378000000001	0	0.01419034	2.10439254	0	0.00256136	0.00806021	0.19836202	0
2017/8/23	2017-08-23	3.1067391399999997	0.119903	0.01579785	0.0170284	12.259992480000003	0	0.04994652	0	0	0
2017/9/06	2017-09-06	0.43413513	0.30762526999999995	0.00179597	0.06598509	1.6771498999999999	0	0.02113122	0	0.04805661	0
2017/9/25	2017-09-25	0.00359193	0.17712012000000002	0.00177379	0.08594025999999999	3.95628204	0	0.160085	0	0	0
2017/10/04	2017-10-04	0.21317849000000003	0.07932095	0.05099654	0.0085142	1.3983082700000002	0	0.0832442	0.00354759	0.01593321	0
2017/11/02	2017-11-02	0.3071101	0.04786896	0	0.026473860000000002	1.9473058599999997	0	0.00064034	0	0	0
2017/12/19	2017-12-19	2.64252383	0.0013264	0.00205254	0.04335657	1.2869452899999998	0	0.00329318	0.00182447	0.00091224	0
2018/1/23	2018-01-23	3.7202484399999998	0.00979584	0	0.07185044	0.55572423	0	0.01024544	0	0	0
2018/4/20	2018-04-20	0.36841003	0.38585621999999997	0.0208125	0.23956552999999997	0.10304692	0	0.10501576	0	0.12079292999999999	0
2018/5/07	2018-05-07	0.06912843	0.44663636	0	0.8115098900000001	0.23611688	0	0.23052241	0	0.08457002000000001	0
2018/5/14	2018-05-14	1.4861292799999999	0.17951108000000005	0	0.9270280900000001	0.10960696999999998	0	0.1344714	0	0.02860241	0
2018/5/29	2018-05-29	0.00035476	0.10118898000000001	0	0.0170284	8.72349947	0	0.00170757	0	0	0
2018/6/11	2018-06-11	0	0.05541561	0	0.006456610000000001	0.062496260000000005	0	0.00093917	0.00073861	0.03728028	0
2018/6/25	2018-06-25	0.072882	0.045913449999999995	0	0.06472124	2.0343048500000007	0	0	0	0	0
2018/7/09	2018-07-09	1.58166099	0.17192853	0	0.00709517	2.48842158	0	0.00768408	0	0.34307796	0
2018/7/23	2018-07-23	0.18064277	0.08345909000000001	0	0.02270454	9.820642429999998	0	0	0	1.02873344	0
2018/8/06	2018-08-06	0.00279879	0.03335443	0	0.02687296	7.027549809999999	0	0.00192102	0	0	0
2018/8/22	2018-08-22	0.07460873000000001	0.09267154	0.00053214	0.04895668	1.91625663	0	0.03649938	0	0	0
2018/9/04	2018-09-04	0.11438878999999999	0.03191263	0.01216315	0.0119731	2.30489854	0	0.01097726	0	0	0
2018/9/19	2018-09-19	0.1277131	0.011989409999999999	0	0.03281517	2.91634141	0	0.00256136	0	0.00159641	0
2018/10/02	2018-10-02	0.04070678	0.02012263	0	0.02405263	2.8815740999999995	0	0.00537886	0	0	0
2018/10/18	2018-10-18	0.05895287	0.030172309999999997	0.00423127	0.04512086	2.2038742200000003	0	0.01680893	0	0	0
2018/10/29	2018-10-29	0.05888518	0.046974	0	0.08159447	1.63650366	0	0.00384204	0	0	0
2018/11/14	2018-11-14	0.0399255	0.010416179999999999	0.00350324	0.0462073	0.46001806	0	0	0	0.00079821	0
2018/11/30	2018-11-30	0.0151215	0.02566459	0.00236506	0.024566209999999998	0.15018649999999997	0	0.00373532	0.0055431	0	0
2019/2/21	2019-02-21	0.46665833	0.00926329	0.02782777	0.08127519000000001	0.02137055	0	0.03227314	0	0.01135227	0
2019/4/03	2019-04-03	1.41893073	0.19075042000000003	0.07366632000000001	0.06267400999999999	0.027453430000000004	0.0266069	0.02401275	0	0.00687344	0
2019/4/15	2019-04-15	7.16614341	0.06830464000000001	0.02241102	0.07128429	0.02849256	0.01108621	0.09124845	0	0.01031018	0
2019/4/29	2019-04-29	3.7568457299999998	0.10446319	0.00550477	0.07825973	0.01231607	0.00080885	0.0291995	0	0.02009707	0
2019/5/13	2019-05-13	0.11291938	0.016334610000000003	0.0036932099999999997	0.20053906999999999	0.04078666	0	0.03688359	0	0	0
2019/5/28	2019-05-28	0.00085741	0.0009824	0.00037996	0.017143170000000003	0.01565865	0	0.00028175	0	0	0
2019/6/11	2019-06-11	0.01817694	2.7305364599999997	0.00395157	0.10609173000000001	0.04725494	0.11217232	0.00017076	0	0.02565568	0
2019/6/24	2019-06-24	0.00047892	0.01803399	0	0.01847582	2.0593711	0	0	0	0	0
2019/7/08	2019-07-08	0	0.02134665	0.0023861	0.00496662	6.28558045	0.01303738	0	0	0.00665172	0
2019/7/22	2019-07-22	0.00981129	0.02493011	0	0.0221724	16.161113430000004	0	0.00080043	0	0	0
2019/8/05	2019-08-05	0.42078804000000003	0.03299472	0	0.00567613	11.24686353	0	0	0	0	0
2019/8/21	2019-08-21	0.29932758000000004	0.02498659	0	0.0042571	10.63325262	0	0	0	0	0
2019/9/04	2019-09-04	0.02613513	0.00553396	0	0.048956669999999994	6.85779675	0	0	0	0	0
2019/10/04	2019-10-04	0.04930256	0.00019845	0	0.00255426	24.341755940000002	0	0	0	0	0
2019/10/28	2019-10-28	0.01387359	0.00118253	5.795e-05	0.06063415	1.55133341	0	0	0	0	0
2019/11/20	2019-11-20	0.027750999999999998	0.01965664	1.738e-05	0.03826069	0.11151548000000001	0	0.00025614	0	0	0
