Head	Spring	Clearwater	Early Summer	Late Summer	Fall	Ice-on
o__Verrucomicrobiales;f__DEV007	0	40.3700684394656	382.736187412329	1328.30340781682	596.2853325483	0
o__Verrucomicrobiales;f__V1-33	5250.88721550935	2052.07692819947	5449.04431658487	349.220686479815	1515.21649738396	1139.16842501465
o__Verrucomicrobiales;f__Verrucomicrobiaceae	1487.85202811962	2350.53709667625	3161.15282669964	6057.79227647717	2897.09374997503	0
o__Vicinamibacterales;f__UBA2999	0	0	0	963.800995284122	258.022098166982	0
o__Vicinamibacterales;f__Vicinamibacteraceae	0	0	0	770.728876208698	0	0
o__Victivallales;f__Victivallaceae	0	0	0	12.8545948887164	0	0
o__WQYP01;f__WQYP01	0	0	0	20.9896943429074	0	0
o__WRAU01;f__WRAU01	536.446447257242	0	459.759072678782	183.371456321889	0	0
o__WYAZ01;f__WYAZ01	0	0	0	31.8096352648003	0	0
o__Xanthomonadales;f__Ahniellaceae	0	0	0	0	343.176910304779	0
o__Xanthomonadales;f__Xanthomonadaceae	252.265128797926	3472.92870223	11019.8356738586	3122.22683454836	6645.40229053563	0
