Date	Date in text	species_name	density
2002/7/15	2002-07-15	LEPTODORA KINDTI	40
2002/7/26	2002-07-26	COPEPOD NAUPLII	22400
2002/7/26	2002-07-26	CYCLOPOID	4720
2002/7/26	2002-07-26	DIACYCLOPS THOMASI	11780
2002/7/26	2002-07-26	MESOCYCLOPS EDAX	1760
2002/7/26	2002-07-26	DIAPTOMID	116720
2002/7/26	2002-07-26	AGLAODIAPTOMUS CLAVIPES	4600
2002/7/26	2002-07-26	DAPHNIA	1060
2002/7/26	2002-07-26	DAPHNIA MENDOTAE	6720
2002/7/26	2002-07-26	DAPHNIA PULICARIA	19800
2002/7/26	2002-07-26	LEPTODORA KINDTI	100
2002/8/12	2002-08-12	COPEPOD NAUPLII	4720
2002/8/12	2002-08-12	CYCLOPOID	3540
2002/8/12	2002-08-12	DIACYCLOPS THOMASI	11780
2002/8/12	2002-08-12	MESOCYCLOPS EDAX	700
2002/8/12	2002-08-12	DIAPTOMID	102560
2002/8/12	2002-08-12	AGLAODIAPTOMUS CLAVIPES	3900
2002/8/12	2002-08-12	DAPHNIA	0
2002/8/12	2002-08-12	DAPHNIA MENDOTAE	38200
2002/8/12	2002-08-12	DAPHNIA PULICARIA	7800
2002/8/12	2002-08-12	LEPTODORA KINDTI	60
2002/8/26	2002-08-26	COPEPOD NAUPLII	6280
2002/8/26	2002-08-26	CYCLOPOID	4720
2002/8/26	2002-08-26	DIACYCLOPS THOMASI	7860
2002/8/26	2002-08-26	DIAPTOMID	30660
2002/8/26	2002-08-26	AGLAODIAPTOMUS CLAVIPES	1180
2002/8/26	2002-08-26	DAPHNIA	940
2002/8/26	2002-08-26	DAPHNIA MENDOTAE	11540
2002/8/26	2002-08-26	DAPHNIA PULICARIA	5660
2002/8/26	2002-08-26	LEPTODORA KINDTI	20
2002/9/23	2002-09-23	COPEPOD NAUPLII	1180
2002/9/23	2002-09-23	DIACYCLOPS THOMASI	53060
2002/9/23	2002-09-23	DIAPTOMID	129680
2002/9/23	2002-09-23	AGLAODIAPTOMUS CLAVIPES	3900
2002/9/23	2002-09-23	DAPHNIA	0
2002/9/23	2002-09-23	DAPHNIA MENDOTAE	14860
2002/9/23	2002-09-23	DAPHNIA PULICARIA	9540
2002/9/23	2002-09-23	LEPTODORA KINDTI	160
2002/10/21	2002-10-21	COPEPOD NAUPLII	1180
2002/10/21	2002-10-21	CYCLOPOID	3540
2002/10/21	2002-10-21	DIACYCLOPS THOMASI	16500
2002/10/21	2002-10-21	TROPOCYCLOPS PRASINUS MEXICANUS	1180
2002/10/21	2002-10-21	CALANOID	1180
2002/10/21	2002-10-21	DIAPTOMID	115540
2002/10/21	2002-10-21	AGLAODIAPTOMUS CLAVIPES	6720
2002/10/21	2002-10-21	DAPHNIA MENDOTAE	16280
2002/10/21	2002-10-21	DAPHNIA RETROCURVA	360
2002/10/21	2002-10-21	DAPHNIA PULICARIA	16960
2002/10/21	2002-10-21	LEPTODORA KINDTI	80
2002/11/18	2002-11-18	DIACYCLOPS THOMASI	7080
2002/11/18	2002-11-18	DIAPTOMID	53060
2002/11/18	2002-11-18	AGLAODIAPTOMUS CLAVIPES	4240
2002/11/18	2002-11-18	DAPHNIA	2820
2002/11/18	2002-11-18	DAPHNIA MENDOTAE	7420
2002/11/18	2002-11-18	DAPHNIA PULICARIA	13440
2003/1/21	2003-01-21	DIACYCLOPS THOMASI	1420
2003/1/21	2003-01-21	DIAPTOMID	17140
2003/1/21	2003-01-21	AGLAODIAPTOMUS CLAVIPES	1420
2003/1/21	2003-01-21	DAPHNIA	240
2003/1/21	2003-01-21	DAPHNIA MENDOTAE	4700
2003/1/21	2003-01-21	DAPHNIA PULICARIA	4960
2003/4/3	2003-04-03	COPEPOD NAUPLII	44580
2003/4/3	2003-04-03	CYCLOPOID	4640
2003/4/3	2003-04-03	ACANTHOCYCLOPS	1860
2003/4/3	2003-04-03	DIACYCLOPS THOMASI	920
2003/4/3	2003-04-03	DIAPTOMID	34360
2003/4/3	2003-04-03	AGLAODIAPTOMUS CLAVIPES	1540
2003/4/3	2003-04-03	DAPHNIA	2760
2003/4/3	2003-04-03	DAPHNIA MENDOTAE	2140
2003/4/3	2003-04-03	DAPHNIA PARVULA	620
2003/4/3	2003-04-03	DAPHNIA PULICARIA	9200
2003/4/14	2003-04-14	COPEPOD NAUPLII	6220
2003/4/14	2003-04-14	CYCLOPOID	1140
2003/4/14	2003-04-14	ACANTHOCYCLOPS	1140
2003/4/14	2003-04-14	DIACYCLOPS THOMASI	2260
2003/4/14	2003-04-14	DIAPTOMID	36500
2003/4/14	2003-04-14	AGLAODIAPTOMUS CLAVIPES	2820
2003/4/14	2003-04-14	DAPHNIA	8480
2003/4/14	2003-04-14	DAPHNIA MENDOTAE	1420
2003/4/14	2003-04-14	DAPHNIA PARVULA	7640
2003/4/14	2003-04-14	DAPHNIA PULICARIA	10760
2003/4/14	2003-04-14	SINOBOSMINA FRYEI	280
2003/4/28	2003-04-28	COPEPOD NAUPLII	79740
2003/4/28	2003-04-28	CYCLOPOID	23140
2003/4/28	2003-04-28	ACANTHOCYCLOPS	2580
2003/4/28	2003-04-28	DIACYCLOPS THOMASI	6000
2003/4/28	2003-04-28	DIAPTOMID	40300
2003/4/28	2003-04-28	AGLAODIAPTOMUS CLAVIPES	3120
2003/4/28	2003-04-28	DAPHNIA	42140
2003/4/28	2003-04-28	DAPHNIA MENDOTAE	1980
2003/4/28	2003-04-28	DAPHNIA PARVULA	2260
2003/4/28	2003-04-28	DAPHNIA PULICARIA	26020
2003/5/27	2003-05-27	COPEPOD NAUPLII	91740
2003/5/27	2003-05-27	CYCLOPOID	4280
2003/5/27	2003-05-27	DIACYCLOPS THOMASI	15440
2003/5/27	2003-05-27	DIAPTOMID	55740
2003/5/27	2003-05-27	AGLAODIAPTOMUS CLAVIPES	5380
2003/5/27	2003-05-27	DAPHNIA	5080
2003/5/27	2003-05-27	DAPHNIA PULICARIA	61960
2003/5/27	2003-05-27	SINOBOSMINA FRYEI	280
2003/6/9	2003-06-09	COPEPOD NAUPLII	103740
2003/6/9	2003-06-09	CYCLOPOID	14580
2003/6/9	2003-06-09	ACANTHOCYCLOPS	860
2003/6/9	2003-06-09	DIACYCLOPS THOMASI	1720
2003/6/9	2003-06-09	DIAPTOMID	112320
2003/6/9	2003-06-09	AGLAODIAPTOMUS CLAVIPES	11320
2003/6/9	2003-06-09	DAPHNIA	22360
2003/6/9	2003-06-09	DAPHNIA MENDOTAE	280
2003/6/9	2003-06-09	DAPHNIA PARVULA	560
2003/6/9	2003-06-09	DAPHNIA PULICARIA	54880
2003/6/9	2003-06-09	SINOBOSMINA FRYEI	560
2003/6/23	2003-06-23	COPEPOD NAUPLII	88320
2003/6/23	2003-06-23	CYCLOPOID	20580
2003/6/23	2003-06-23	ACANTHOCYCLOPS	1720
2003/6/23	2003-06-23	DIACYCLOPS THOMASI	12860
2003/6/23	2003-06-23	MESOCYCLOPS EDAX	4280
2003/6/23	2003-06-23	DIAPTOMID	105460
2003/6/23	2003-06-23	AGLAODIAPTOMUS CLAVIPES	11600
2003/6/23	2003-06-23	DAPHNIA	11600
2003/6/23	2003-06-23	DAPHNIA MENDOTAE	1140
2003/6/23	2003-06-23	DAPHNIA PARVULA	1700
2003/6/23	2003-06-23	DAPHNIA PULICARIA	60540
2003/7/7	2003-07-07	COPEPOD NAUPLII	116600
2003/7/7	2003-07-07	CYCLOPOID	16300
2003/7/7	2003-07-07	DIACYCLOPS THOMASI	31720
2003/7/7	2003-07-07	MESOCYCLOPS EDAX	860
2003/7/7	2003-07-07	DIAPTOMID	76300
2003/7/7	2003-07-07	AGLAODIAPTOMUS CLAVIPES	6500
2003/7/7	2003-07-07	DAPHNIA	13280
2003/7/7	2003-07-07	DAPHNIA PULICARIA	34220
2003/7/21	2003-07-21	COPEPOD NAUPLII	90880
2003/7/21	2003-07-21	CYCLOPOID	10280
2003/7/21	2003-07-21	ACANTHOCYCLOPS	1720
2003/7/21	2003-07-21	DIACYCLOPS THOMASI	11140
2003/7/21	2003-07-21	MESOCYCLOPS EDAX	1720
2003/7/21	2003-07-21	DIAPTOMID	55740
2003/7/21	2003-07-21	AGLAODIAPTOMUS CLAVIPES	4520
2003/7/21	2003-07-21	DAPHNIA	280
2003/7/21	2003-07-21	DAPHNIA MENDOTAE	280
2003/7/21	2003-07-21	DAPHNIA PULICARIA	20940
2003/7/21	2003-07-21	SINOBOSMINA FRYEI	280
2003/8/4	2003-08-04	COPEPOD NAUPLII	47160
2003/8/4	2003-08-04	CYCLOPOID	2580
2003/8/4	2003-08-04	ACANTHOCYCLOPS	4280
2003/8/4	2003-08-04	DIACYCLOPS THOMASI	6860
2003/8/4	2003-08-04	MESOCYCLOPS EDAX	4280
2003/8/4	2003-08-04	DIAPTOMID	68600
2003/8/4	2003-08-04	AGLAODIAPTOMUS CLAVIPES	4520
2003/8/4	2003-08-04	DAPHNIA	1680
2003/8/4	2003-08-04	DAPHNIA PULICARIA	20080
2003/8/18	2003-08-18	COPEPOD NAUPLII	32580
2003/8/18	2003-08-18	CYCLOPOID	9440
2003/8/18	2003-08-18	ACANTHOCYCLOPS	6000
2003/8/18	2003-08-18	DIACYCLOPS THOMASI	5140
2003/8/18	2003-08-18	MESOCYCLOPS EDAX	5140
2003/8/18	2003-08-18	TROPOCYCLOPS PRASINUS MEXICANUS	1720
2003/8/18	2003-08-18	DIAPTOMID	44580
2003/8/18	2003-08-18	AGLAODIAPTOMUS CLAVIPES	1700
2003/8/18	2003-08-18	DAPHNIA	3120
2003/8/18	2003-08-18	DAPHNIA MENDOTAE	280
2003/8/18	2003-08-18	DAPHNIA PULICARIA	2540
2003/8/18	2003-08-18	DIAPHANOSOMA BIRGEI	3120
2003/8/18	2003-08-18	LEPTODORA KINDTI	20
2003/9/2	2003-09-02	ACANTHOCYCLOPS	5000
2003/9/2	2003-09-02	DIACYCLOPS THOMASI	7860
2003/9/2	2003-09-02	MESOCYCLOPS EDAX	5720
2003/9/2	2003-09-02	CALANOID	720
2003/9/2	2003-09-02	DIAPTOMID	37860
2003/9/2	2003-09-02	AGLAODIAPTOMUS CLAVIPES	2120
2003/9/2	2003-09-02	DAPHNIA	2840
2003/9/2	2003-09-02	DAPHNIA RETROCURVA	480
2003/9/2	2003-09-02	DAPHNIA PULICARIA	5180
2003/9/2	2003-09-02	DIAPHANOSOMA BIRGEI	4240
2003/9/2	2003-09-02	LEPTODORA KINDTI	40
2003/9/29	2003-09-29	COPEPOD NAUPLII	26580
2003/9/29	2003-09-29	CYCLOPOID	4280
2003/9/29	2003-09-29	ACANTHOCYCLOPS	2580
2003/9/29	2003-09-29	DIACYCLOPS THOMASI	16300
2003/9/29	2003-09-29	MESOCYCLOPS EDAX	860
2003/9/29	2003-09-29	TROPOCYCLOPS PRASINUS MEXICANUS	3420
2003/9/29	2003-09-29	DIAPTOMID	80600
2003/9/29	2003-09-29	AGLAODIAPTOMUS CLAVIPES	5380
2003/9/29	2003-09-29	DAPHNIA	8480
2003/9/29	2003-09-29	DAPHNIA MENDOTAE	8780
2003/9/29	2003-09-29	DAPHNIA PULICARIA	19540
2003/9/29	2003-09-29	DIAPHANOSOMA BIRGEI	1700
2003/9/29	2003-09-29	LEPTODORA KINDTI	220
2003/9/29	2003-09-29	SINOBOSMINA FRYEI	560
2003/10/27	2003-10-27	COPEPOD NAUPLII	13720
2003/10/27	2003-10-27	CYCLOPOID	4280
2003/10/27	2003-10-27	DIACYCLOPS THOMASI	10280
2003/10/27	2003-10-27	MESOCYCLOPS EDAX	2580
2003/10/27	2003-10-27	TROPOCYCLOPS PRASINUS MEXICANUS	860
2003/10/27	2003-10-27	DIAPTOMID	39440
2003/10/27	2003-10-27	AGLAODIAPTOMUS CLAVIPES	7360
2003/10/27	2003-10-27	DAPHNIA	4820
2003/10/27	2003-10-27	DAPHNIA MENDOTAE	3120
2003/10/27	2003-10-27	DAPHNIA PULICARIA	11320
2003/10/27	2003-10-27	DIAPHANOSOMA BIRGEI	280
2003/10/27	2003-10-27	LEPTODORA KINDTI	60
2003/11/25	2003-11-25	COPEPOD NAUPLII	14580
2003/11/25	2003-11-25	CYCLOPOID	860
2003/11/25	2003-11-25	DIACYCLOPS THOMASI	30000
2003/11/25	2003-11-25	CALANOID	860
2003/11/25	2003-11-25	DIAPTOMID	48020
2003/11/25	2003-11-25	AGLAODIAPTOMUS CLAVIPES	5660
2003/11/25	2003-11-25	CHYDORUS	280
2003/11/25	2003-11-25	DAPHNIA	280
2003/11/25	2003-11-25	DAPHNIA MENDOTAE	3100
2003/11/25	2003-11-25	DAPHNIA PULICARIA	10760
2003/11/25	2003-11-25	SINOBOSMINA FRYEI	280
2004/2/3	2004-02-03	COPEPOD NAUPLII	5660
2004/2/3	2004-02-03	ACANTHOCYCLOPS	280
2004/2/3	2004-02-03	DIACYCLOPS THOMASI	2260
2004/2/3	2004-02-03	DIAPTOMID	6800
2004/2/3	2004-02-03	AGLAODIAPTOMUS CLAVIPES	3680
2004/2/3	2004-02-03	CHYDORUS	560
2004/2/3	2004-02-03	DAPHNIA PULICARIA	8500
2004/2/3	2004-02-03	SINOBOSMINA FRYEI	1140
2004/3/29	2004-03-29	COPEPOD NAUPLII	29700
2004/3/29	2004-03-29	DIACYCLOPS THOMASI	7080
2004/3/29	2004-03-29	DIAPTOMID	33680
2004/3/29	2004-03-29	AGLAODIAPTOMUS CLAVIPES	2260
2004/3/29	2004-03-29	CHYDORUS	280
2004/3/29	2004-03-29	DAPHNIA PULICARIA	29700
2004/4/12	2004-04-12	COPEPOD NAUPLII	121940
2004/4/12	2004-04-12	CYCLOPOID	3960
2004/4/12	2004-04-12	DIACYCLOPS THOMASI	2540
2004/4/12	2004-04-12	DIAPTOMID	12440
2004/4/12	2004-04-12	AGLAODIAPTOMUS CLAVIPES	1700
2004/4/12	2004-04-12	CHYDORUS	1140
2004/4/12	2004-04-12	DAPHNIA PULICARIA	25760
2004/4/28	2004-04-28	COPEPOD NAUPLII	157320
2004/4/28	2004-04-28	CYCLOPOID	2260
2004/4/28	2004-04-28	ACANTHOCYCLOPS	840
2004/4/28	2004-04-28	DIACYCLOPS THOMASI	50920
2004/4/28	2004-04-28	DIAPTOMID	15560
2004/4/28	2004-04-28	AGLAODIAPTOMUS CLAVIPES	5940
2004/4/28	2004-04-28	CHYDORUS	9340
2004/4/28	2004-04-28	DAPHNIA MENDOTAE	280
2004/4/28	2004-04-28	DAPHNIA PULICARIA	119120
2004/4/28	2004-04-28	SINOBOSMINA FRYEI	46120
2004/5/10	2004-05-10	COPEPOD NAUPLII	61680
2004/5/10	2004-05-10	CYCLOPOID	13860
2004/5/10	2004-05-10	DIACYCLOPS THOMASI	20380
2004/5/10	2004-05-10	DIAPTOMID	5660
2004/5/10	2004-05-10	AGLAODIAPTOMUS CLAVIPES	1420
2004/5/10	2004-05-10	CHYDORUS	1420
2004/5/10	2004-05-10	DAPHNIA	3120
2004/5/10	2004-05-10	DAPHNIA PULICARIA	108080
2004/5/24	2004-05-24	COPEPOD NAUPLII	97040
2004/5/24	2004-05-24	CYCLOPOID	1140
2004/5/24	2004-05-24	DIACYCLOPS THOMASI	18680
2004/5/24	2004-05-24	DIAPTOMID	45840
2004/5/24	2004-05-24	AGLAODIAPTOMUS CLAVIPES	2540
2004/5/24	2004-05-24	CHYDORUS	1980
2004/5/24	2004-05-24	DAPHNIA	1980
2004/5/24	2004-05-24	DAPHNIA PULICARIA	80360
2004/6/7	2004-06-07	COPEPOD NAUPLII	86580
2004/6/7	2004-06-07	CYCLOPOID	4520
2004/6/7	2004-06-07	ACANTHOCYCLOPS	280
2004/6/7	2004-06-07	DIACYCLOPS THOMASI	4520
2004/6/7	2004-06-07	DIAPTOMID	84600
2004/6/7	2004-06-07	AGLAODIAPTOMUS CLAVIPES	7080
2004/6/7	2004-06-07	DAPHNIA	10180
2004/6/7	2004-06-07	DAPHNIA PULICARIA	80360
2004/6/21	2004-06-21	COPEPOD NAUPLII	44140
2004/6/21	2004-06-21	CYCLOPOID	2820
2004/6/21	2004-06-21	ACANTHOCYCLOPS	840
2004/6/21	2004-06-21	DIACYCLOPS THOMASI	1700
2004/6/21	2004-06-21	MESOCYCLOPS EDAX	280
2004/6/21	2004-06-21	DIAPTOMID	19240
2004/6/21	2004-06-21	AGLAODIAPTOMUS CLAVIPES	6220
2004/6/21	2004-06-21	DAPHNIA	2820
2004/6/21	2004-06-21	DAPHNIA PULICARIA	24040
2004/7/6	2004-07-06	COPEPOD NAUPLII	26040
2004/7/6	2004-07-06	CYCLOPOID	2820
2004/7/6	2004-07-06	DIACYCLOPS THOMASI	4520
2004/7/6	2004-07-06	MESOCYCLOPS EDAX	280
2004/7/6	2004-07-06	DIAPTOMID	36500
2004/7/6	2004-07-06	AGLAODIAPTOMUS CLAVIPES	20380
2004/7/6	2004-07-06	DAPHNIA	560
2004/7/6	2004-07-06	DAPHNIA PULICARIA	89980
2004/7/19	2004-07-19	COPEPOD NAUPLII	22640
2004/7/19	2004-07-19	CYCLOPOID	1420
2004/7/19	2004-07-19	ACANTHOCYCLOPS	2260
2004/7/19	2004-07-19	DIACYCLOPS THOMASI	4240
2004/7/19	2004-07-19	DIAPTOMID	15280
2004/7/19	2004-07-19	AGLAODIAPTOMUS CLAVIPES	2540
2004/7/19	2004-07-19	DAPHNIA	280
2004/7/19	2004-07-19	DAPHNIA PULICARIA	52340
2004/8/3	2004-08-03	COPEPOD NAUPLII	34800
2004/8/3	2004-08-03	CYCLOPOID	1700
2004/8/3	2004-08-03	ACANTHOCYCLOPS	3680
2004/8/3	2004-08-03	DIACYCLOPS THOMASI	5100
2004/8/3	2004-08-03	MESOCYCLOPS EDAX	840
2004/8/3	2004-08-03	DIAPTOMID	25460
2004/8/3	2004-08-03	AGLAODIAPTOMUS CLAVIPES	7640
2004/8/3	2004-08-03	DAPHNIA	1980
2004/8/3	2004-08-03	DAPHNIA MENDOTAE	560
2004/8/3	2004-08-03	DAPHNIA PULICARIA	15680
2004/8/16	2004-08-16	COPEPOD NAUPLII	61120
2004/8/16	2004-08-16	CYCLOPOID	4520
2004/8/16	2004-08-16	ACANTHOCYCLOPS	840
2004/8/16	2004-08-16	DIACYCLOPS THOMASI	7920
2004/8/16	2004-08-16	MESOCYCLOPS EDAX	280
2004/8/16	2004-08-16	DIAPTOMID	54320
2004/8/16	2004-08-16	AGLAODIAPTOMUS CLAVIPES	5100
2004/8/16	2004-08-16	DAPHNIA	2540
2004/8/16	2004-08-16	DAPHNIA MENDOTAE	840
2004/8/16	2004-08-16	DAPHNIA PULICARIA	11880
2004/8/16	2004-08-16	DIAPHANOSOMA BIRGEI	280
2004/8/16	2004-08-16	LEPTODORA KINDTI	120
2004/9/7	2004-09-07	COPEPOD NAUPLII	32260
2004/9/7	2004-09-07	CYCLOPOID	8200
2004/9/7	2004-09-07	ACANTHOCYCLOPS	7360
2004/9/7	2004-09-07	DIACYCLOPS THOMASI	9340
2004/9/7	2004-09-07	MESOCYCLOPS EDAX	1700
2004/9/7	2004-09-07	DIAPTOMID	74140
2004/9/7	2004-09-07	AGLAODIAPTOMUS CLAVIPES	8480
2004/9/7	2004-09-07	CHYDORUS	280
2004/9/7	2004-09-07	DAPHNIA	840
2004/9/7	2004-09-07	DAPHNIA MENDOTAE	2540
2004/9/7	2004-09-07	DAPHNIA PULICARIA	6800
2004/9/7	2004-09-07	DIAPHANOSOMA BIRGEI	4240
2004/10/5	2004-10-05	COPEPOD NAUPLII	4300
2004/10/5	2004-10-05	CYCLOPOID	2640
2004/10/5	2004-10-05	DIACYCLOPS THOMASI	6940
2004/10/5	2004-10-05	DIAPTOMID	43580
2004/10/5	2004-10-05	AGLAODIAPTOMUS CLAVIPES	8260
2004/10/5	2004-10-05	DAPHNIA	5940
2004/10/5	2004-10-05	DAPHNIA MENDOTAE	12560
2004/10/5	2004-10-05	DAPHNIA PULICARIA	30700
2004/10/5	2004-10-05	DIAPHANOSOMA BIRGEI	11560
2004/10/5	2004-10-05	SINOBOSMINA FRYEI	340
2004/11/3	2004-11-03	COPEPOD NAUPLII	1420
2004/11/3	2004-11-03	ACANTHOCYCLOPS	840
2004/11/3	2004-11-03	DIACYCLOPS THOMASI	4820
2004/11/3	2004-11-03	DIAPTOMID	11600
2004/11/3	2004-11-03	AGLAODIAPTOMUS CLAVIPES	7360
2004/11/3	2004-11-03	DAPHNIA	2540
2004/11/3	2004-11-03	DAPHNIA MENDOTAE	7640
2004/11/3	2004-11-03	DAPHNIA PULICARIA	76400
2004/11/3	2004-11-03	DIAPHANOSOMA BIRGEI	560
2005/1/31	2005-01-31	COPEPOD NAUPLII	12860
2005/1/31	2005-01-31	ACANTHOCYCLOPS	860
2005/1/31	2005-01-31	DIACYCLOPS THOMASI	9440
2005/1/31	2005-01-31	DIAPTOMID	4280
2005/1/31	2005-01-31	AGLAODIAPTOMUS CLAVIPES	840
2005/1/31	2005-01-31	DAPHNIA PULICARIA	4240
2005/4/15	2005-04-15	COPEPOD NAUPLII	198920
2005/4/15	2005-04-15	CYCLOPOID	19720
2005/4/15	2005-04-15	DIACYCLOPS THOMASI	23140
2005/4/15	2005-04-15	DIAPTOMID	10280
2005/4/15	2005-04-15	AGLAODIAPTOMUS CLAVIPES	3120
2005/4/15	2005-04-15	CHYDORUS	560
2005/4/15	2005-04-15	DAPHNIA PULICARIA	58560
2005/4/25	2005-04-25	COPEPOD NAUPLII	335240
2005/4/25	2005-04-25	CYCLOPOID	17140
2005/4/25	2005-04-25	ACANTHOCYCLOPS	860
2005/4/25	2005-04-25	DIACYCLOPS THOMASI	66880
2005/4/25	2005-04-25	MESOCYCLOPS EDAX	860
2005/4/25	2005-04-25	DIAPTOMID	2580
2005/4/25	2005-04-25	AGLAODIAPTOMUS CLAVIPES	1420
2005/4/25	2005-04-25	DAPHNIA	3120
2005/4/25	2005-04-25	DAPHNIA MENDOTAE	280
2005/4/25	2005-04-25	DAPHNIA PULICARIA	74420
2005/5/9	2005-05-09	COPEPOD NAUPLII	373820
2005/5/9	2005-05-09	CYCLOPOID	201480
2005/5/9	2005-05-09	ACANTHOCYCLOPS	1720
2005/5/9	2005-05-09	DIACYCLOPS THOMASI	98600
2005/5/9	2005-05-09	MESOCYCLOPS EDAX	1720
2005/5/9	2005-05-09	DIAPTOMID	2580
2005/5/9	2005-05-09	AGLAODIAPTOMUS CLAVIPES	5100
2005/5/9	2005-05-09	CHYDORUS	2820
2005/5/9	2005-05-09	DAPHNIA	3680
2005/5/9	2005-05-09	DAPHNIA PULICARIA	328500
2005/5/23	2005-05-23	COPEPOD NAUPLII	268360
2005/5/23	2005-05-23	CYCLOPOID	90880
2005/5/23	2005-05-23	DIACYCLOPS THOMASI	54880
2005/5/23	2005-05-23	TROPOCYCLOPS PRASINUS MEXICANUS	860
2005/5/23	2005-05-23	DIAPTOMID	44580
2005/5/23	2005-05-23	AGLAODIAPTOMUS CLAVIPES	5100
2005/5/23	2005-05-23	CHYDORUS	1420
2005/5/23	2005-05-23	DAPHNIA	5660
2005/5/23	2005-05-23	DAPHNIA PULICARIA	320300
2005/6/6	2005-06-06	COPEPOD NAUPLII	372120
2005/6/6	2005-06-06	CYCLOPOID	99460
2005/6/6	2005-06-06	DIACYCLOPS THOMASI	25720
2005/6/6	2005-06-06	MESOCYCLOPS EDAX	860
2005/6/6	2005-06-06	DIAPTOMID	32580
2005/6/6	2005-06-06	AGLAODIAPTOMUS CLAVIPES	15560
2005/6/6	2005-06-06	CHYDORUS	1420
2005/6/6	2005-06-06	DAPHNIA	2260
2005/6/6	2005-06-06	DAPHNIA PULICARIA	335280
2005/6/20	2005-06-20	COPEPOD NAUPLII	475000
2005/6/20	2005-06-20	CYCLOPOID	8580
2005/6/20	2005-06-20	ACANTHOCYCLOPS	12860
2005/6/20	2005-06-20	DIACYCLOPS THOMASI	47160
2005/6/20	2005-06-20	MESOCYCLOPS EDAX	860
2005/6/20	2005-06-20	DIAPTOMID	64300
2005/6/20	2005-06-20	AGLAODIAPTOMUS CLAVIPES	13860
2005/6/20	2005-06-20	CHYDORUS	280
2005/6/20	2005-06-20	DAPHNIA	2260
2005/6/20	2005-06-20	DAPHNIA PULICARIA	158440
2005/6/20	2005-06-20	SINOBOSMINA FRYEI	280
2005/7/5	2005-07-05	COPEPOD NAUPLII	230640
2005/7/5	2005-07-05	CYCLOPOID	8580
2005/7/5	2005-07-05	ACANTHOCYCLOPS	6860
2005/7/5	2005-07-05	DIACYCLOPS THOMASI	12000
2005/7/5	2005-07-05	MESOCYCLOPS EDAX	3420
2005/7/5	2005-07-05	DIAPTOMID	88320
2005/7/5	2005-07-05	AGLAODIAPTOMUS CLAVIPES	21780
2005/7/5	2005-07-05	DAPHNIA	15260
2005/7/5	2005-07-05	DAPHNIA MENDOTAE	560
2005/7/5	2005-07-05	DAPHNIA PARVULA	280
2005/7/5	2005-07-05	DAPHNIA PULICARIA	156180
2005/7/18	2005-07-18	COPEPOD NAUPLII	106320
2005/7/18	2005-07-18	CYCLOPOID	10280
2005/7/18	2005-07-18	DIACYCLOPS THOMASI	10280
2005/7/18	2005-07-18	MESOCYCLOPS EDAX	4280
2005/7/18	2005-07-18	TROPOCYCLOPS PRASINUS MEXICANUS	860
2005/7/18	2005-07-18	DIAPTOMID	78020
2005/7/18	2005-07-18	AGLAODIAPTOMUS CLAVIPES	15840
2005/7/18	2005-07-18	DAPHNIA	1420
2005/7/18	2005-07-18	DAPHNIA MENDOTAE	560
2005/7/18	2005-07-18	DAPHNIA PARVULA	7080
2005/7/18	2005-07-18	DAPHNIA RETROCURVA	280
2005/7/18	2005-07-18	DAPHNIA PULICARIA	91960
2005/8/1	2005-08-01	COPEPOD NAUPLII	154340
2005/8/1	2005-08-01	CYCLOPOID	6860
2005/8/1	2005-08-01	DIACYCLOPS THOMASI	10280
2005/8/1	2005-08-01	MESOCYCLOPS EDAX	11140
2005/8/1	2005-08-01	DIAPTOMID	85740
2005/8/1	2005-08-01	AGLAODIAPTOMUS CLAVIPES	7920
2005/8/1	2005-08-01	DAPHNIA	1140
2005/8/1	2005-08-01	DAPHNIA MENDOTAE	4240
2005/8/1	2005-08-01	DAPHNIA PARVULA	4820
2005/8/1	2005-08-01	DAPHNIA PULICARIA	35660
2005/8/15	2005-08-15	COPEPOD NAUPLII	35160
2005/8/15	2005-08-15	CYCLOPOID	2580
2005/8/15	2005-08-15	ACANTHOCYCLOPS	860
2005/8/15	2005-08-15	DIAPTOMID	26580
2005/8/15	2005-08-15	AGLAODIAPTOMUS CLAVIPES	3120
2005/8/15	2005-08-15	DAPHNIA	840
2005/8/15	2005-08-15	DAPHNIA MENDOTAE	1420
2005/8/15	2005-08-15	DAPHNIA PULICARIA	16420
2005/8/15	2005-08-15	DIAPHANOSOMA BIRGEI	840
2005/8/29	2005-08-29	COPEPOD NAUPLII	95180
2005/8/29	2005-08-29	CYCLOPOID	39440
2005/8/29	2005-08-29	ACANTHOCYCLOPS	3420
2005/8/29	2005-08-29	DIACYCLOPS THOMASI	14580
2005/8/29	2005-08-29	MESOCYCLOPS EDAX	18000
2005/8/29	2005-08-29	TROPOCYCLOPS PRASINUS MEXICANUS	11140
2005/8/29	2005-08-29	DIAPTOMID	264940
2005/8/29	2005-08-29	AGLAODIAPTOMUS CLAVIPES	6800
2005/8/29	2005-08-29	DAPHNIA	840
2005/8/29	2005-08-29	DAPHNIA MENDOTAE	12740
2005/8/29	2005-08-29	DAPHNIA RETROCURVA	280
2005/8/29	2005-08-29	DAPHNIA PULICARIA	16420
2005/8/29	2005-08-29	DIAPHANOSOMA BIRGEI	17820
2005/8/29	2005-08-29	LEPTODORA KINDTI	80
2005/8/29	2005-08-29	SINOBOSMINA FRYEI	2540
