"lakeid","year4","sample_date","station","towdepth","species_code","species_name","density","individuals_measured","avg_length"
"ME",1999,"1999-06-21",1,20.000,30000,"CALANOID",68280.00,15,0.77
"ME",1999,"1999-06-21",1,20.000,30400,"DIAPTOMID",34440.00,15,1.04
"ME",1999,"1999-06-21",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",1760.00,5,1.90
"ME",1999,"1999-06-21",1,20.000,50300,"ALONA",360.00,1,0.72
"ME",1999,"1999-06-21",1,20.000,51000,"CHYDORUS",360.00,1,0.20
"ME",1999,"1999-06-21",1,20.000,51100,"DAPHNIA",6020.00,17,0.87
"ME",1999,"1999-06-21",1,20.000,51103,"DAPHNIA MENDOTAE",360.00,1,1.36
"ME",1999,"1999-06-21",1,20.000,51130,"DAPHNIA PULICARIA",44920.00,50,1.62
"ME",1999,"1999-07-06",1,20.000,10000,"COPEPOD NAUPLII",274720.00,15,0.17
"ME",1999,"1999-07-06",1,20.000,20000,"CYCLOPOID",29860.00,15,0.84
"ME",1999,"1999-07-06",1,20.000,20100,"ACANTHOCYCLOPS",18800.00,15,0.95
"ME",1999,"1999-07-06",1,20.000,20601,"MESOCYCLOPS EDAX",3320.00,3,0.88
"ME",1999,"1999-07-06",1,20.000,30000,"CALANOID",88460.00,15,0.74
"ME",1999,"1999-07-06",1,20.000,30400,"DIAPTOMID",82920.00,15,1.02
"ME",1999,"1999-07-06",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",3720.00,7,1.94
"ME",1999,"1999-07-06",1,20.000,51000,"CHYDORUS",2660.00,5,0.29
"ME",1999,"1999-07-06",1,20.000,51100,"DAPHNIA",12740.00,25,0.86
"ME",1999,"1999-07-06",1,20.000,51103,"DAPHNIA MENDOTAE",1060.00,2,1.14
"ME",1999,"1999-07-06",1,20.000,51130,"DAPHNIA PULICARIA",65800.00,50,1.78
"ME",1999,"1999-07-06",1,20.000,52301,"LEPTODORA KINDTI",260.00,15,4.97
"ME",1999,"1999-07-19",1,20.000,10000,"COPEPOD NAUPLII",167520.00,15,0.18
"ME",1999,"1999-07-19",1,20.000,20000,"CYCLOPOID",11860.00,15,0.66
"ME",1999,"1999-07-19",1,20.000,20100,"ACANTHOCYCLOPS",18320.00,15,0.87
"ME",1999,"1999-07-19",1,20.000,20601,"MESOCYCLOPS EDAX",3240.00,6,0.92
"ME",1999,"1999-07-19",1,20.000,30000,"CALANOID",23700.00,15,0.72
"ME",1999,"1999-07-19",1,20.000,30400,"DIAPTOMID",53860.00,15,0.99
"ME",1999,"1999-07-19",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",2660.00,15,1.81
"ME",1999,"1999-07-19",1,20.000,51000,"CHYDORUS",2480.00,14,0.27
"ME",1999,"1999-07-19",1,20.000,51100,"DAPHNIA",1600.00,9,0.78
"ME",1999,"1999-07-19",1,20.000,51103,"DAPHNIA MENDOTAE",360.00,2,2.10
"ME",1999,"1999-07-19",1,20.000,51130,"DAPHNIA PULICARIA",17860.00,50,1.95
"ME",1999,"1999-07-19",1,20.000,51202,"DIAPHANOSOMA BIRGEI",180.00,1,0.88
"ME",1999,"1999-07-19",1,20.000,52301,"LEPTODORA KINDTI",540.00,15,4.23
"ME",1999,"1999-08-02",1,20.000,10000,"COPEPOD NAUPLII",266960.00,15,0.19
"ME",1999,"1999-08-02",1,20.000,20000,"CYCLOPOID",45240.00,15,0.67
"ME",1999,"1999-08-02",1,20.000,20100,"ACANTHOCYCLOPS",28440.00,15,0.83
"ME",1999,"1999-08-02",1,20.000,20601,"MESOCYCLOPS EDAX",7120.00,11,1.02
"ME",1999,"1999-08-02",1,20.000,30000,"CALANOID",31680.00,15,0.54
"ME",1999,"1999-08-02",1,20.000,30400,"DIAPTOMID",30380.00,15,0.97
"ME",1999,"1999-08-02",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",6360.00,15,1.93
"ME",1999,"1999-08-02",1,20.000,51000,"CHYDORUS",66840.00,15,0.26
"ME",1999,"1999-08-02",1,20.000,51100,"DAPHNIA",12740.00,25,0.71
"ME",1999,"1999-08-02",1,20.000,51103,"DAPHNIA MENDOTAE",8060.00,38,1.59
"ME",1999,"1999-08-02",1,20.000,51130,"DAPHNIA PULICARIA",12100.00,50,1.91
"ME",1999,"1999-08-02",1,20.000,51202,"DIAPHANOSOMA BIRGEI",6160.00,15,0.84
"ME",1999,"1999-08-02",1,20.000,52301,"LEPTODORA KINDTI",120.00,8,5.68
"ME",1999,"1999-08-16",1,20.000,10000,"COPEPOD NAUPLII",239180.00,15,0.16
"ME",1999,"1999-08-16",1,20.000,20000,"CYCLOPOID",17240.00,14,0.80
"ME",1999,"1999-08-16",1,20.000,20100,"ACANTHOCYCLOPS",15080.00,14,0.86
"ME",1999,"1999-08-16",1,20.000,20601,"MESOCYCLOPS EDAX",36640.00,15,1.02
"ME",1999,"1999-08-16",1,20.000,30000,"CALANOID",148680.00,15,0.69
"ME",1999,"1999-08-16",1,20.000,30400,"DIAPTOMID",72180.00,15,1.01
"ME",1999,"1999-08-16",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",9900.00,15,1.87
"ME",1999,"1999-08-16",1,20.000,51000,"CHYDORUS",11320.00,15,0.26
"ME",1999,"1999-08-16",1,20.000,51100,"DAPHNIA",7780.00,21,0.83
"ME",1999,"1999-08-16",1,20.000,51103,"DAPHNIA MENDOTAE",7420.00,23,1.86
"ME",1999,"1999-08-16",1,20.000,51130,"DAPHNIA PULICARIA",18040.00,50,1.78
"ME",1999,"1999-08-16",1,20.000,51202,"DIAPHANOSOMA BIRGEI",44200.00,15,0.85
"ME",1999,"1999-08-16",1,20.000,52301,"LEPTODORA KINDTI",420.00,15,5.53
"ME",1999,"1999-08-30",1,20.000,10000,"COPEPOD NAUPLII",413280.00,15,0.16
"ME",1999,"1999-08-30",1,20.000,20000,"CYCLOPOID",30160.00,15,0.78
"ME",1999,"1999-08-30",1,20.000,20100,"ACANTHOCYCLOPS",14320.00,15,0.94
"ME",1999,"1999-08-30",1,20.000,20601,"MESOCYCLOPS EDAX",40720.00,15,1.14
"ME",1999,"1999-08-30",1,20.000,30000,"CALANOID",188540.00,15,0.79
"ME",1999,"1999-08-30",1,20.000,30400,"DIAPTOMID",33940.00,15,0.98
"ME",1999,"1999-08-30",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",7180.00,15,1.94
"ME",1999,"1999-08-30",1,20.000,51000,"CHYDORUS",11140.00,15,0.27
"ME",1999,"1999-08-30",1,20.000,51100,"DAPHNIA",5440.00,20,0.84
"ME",1999,"1999-08-30",1,20.000,51103,"DAPHNIA MENDOTAE",4200.00,19,1.75
"ME",1999,"1999-08-30",1,20.000,51130,"DAPHNIA PULICARIA",10640.00,43,1.90
"ME",1999,"1999-08-30",1,20.000,51202,"DIAPHANOSOMA BIRGEI",26000.00,15,1.20
"ME",1999,"1999-08-30",1,20.000,52301,"LEPTODORA KINDTI",500.00,15,7.93
"ME",1999,"1999-09-27",1,20.000,10000,"COPEPOD NAUPLII",176140.00,15,0.20
"ME",1999,"1999-09-27",1,20.000,20000,"CYCLOPOID",75960.00,15,0.72
"ME",1999,"1999-09-27",1,20.000,20100,"ACANTHOCYCLOPS",6460.00,4,0.91
"ME",1999,"1999-09-27",1,20.000,20302,"DIACYCLOPS THOMASI",4840.00,3,1.09
"ME",1999,"1999-09-27",1,20.000,20601,"MESOCYCLOPS EDAX",16160.00,10,0.98
"ME",1999,"1999-09-27",1,20.000,30000,"CALANOID",239180.00,15,0.87
"ME",1999,"1999-09-27",1,20.000,30400,"DIAPTOMID",88880.00,15,1.04
"ME",1999,"1999-09-27",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",19100.00,15,1.90
"ME",1999,"1999-09-27",1,20.000,51000,"CHYDORUS",86480.00,15,0.26
"ME",1999,"1999-09-27",1,20.000,51100,"DAPHNIA",30760.00,25,0.80
"ME",1999,"1999-09-27",1,20.000,51103,"DAPHNIA MENDOTAE",44560.00,49,1.70
"ME",1999,"1999-09-27",1,20.000,51130,"DAPHNIA PULICARIA",24940.00,48,1.66
"ME",1999,"1999-09-27",1,20.000,51202,"DIAPHANOSOMA BIRGEI",4780.00,9,1.02
"ME",1999,"1999-09-27",1,20.000,52301,"LEPTODORA KINDTI",1960.00,15,5.96
"ME",1999,"1999-10-26",1,20.000,10000,"COPEPOD NAUPLII",62480.00,15,0.16
"ME",1999,"1999-10-26",1,20.000,20000,"CYCLOPOID",43100.00,15,0.71
"ME",1999,"1999-10-26",1,20.000,20100,"ACANTHOCYCLOPS",4300.00,4,0.78
"ME",1999,"1999-10-26",1,20.000,20302,"DIACYCLOPS THOMASI",15080.00,14,1.01
"ME",1999,"1999-10-26",1,20.000,20601,"MESOCYCLOPS EDAX",2160.00,2,1.02
"ME",1999,"1999-10-26",1,20.000,30000,"CALANOID",36640.00,15,1.01
"ME",1999,"1999-10-26",1,20.000,30400,"DIAPTOMID",217620.00,15,1.06
"ME",1999,"1999-10-26",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",25460.00,15,2.01
"ME",1999,"1999-10-26",1,20.000,51000,"CHYDORUS",181800.00,15,0.29
"ME",1999,"1999-10-26",1,20.000,51100,"DAPHNIA",28640.00,25,0.77
"ME",1999,"1999-10-26",1,20.000,51103,"DAPHNIA MENDOTAE",8140.00,24,1.76
"ME",1999,"1999-10-26",1,20.000,51130,"DAPHNIA PULICARIA",26180.00,50,1.55
"ME",1999,"1999-10-26",1,20.000,51202,"DIAPHANOSOMA BIRGEI",360.00,1,1.20
"ME",1999,"1999-10-26",1,20.000,52301,"LEPTODORA KINDTI",400.00,15,9.03
"ME",1999,"1999-10-26",1,20.000,53601,"SINOBOSMINA FRYEI",360.00,1,0.36
"ME",1999,"1999-11-22",1,20.000,10000,"COPEPOD NAUPLII",97300.00,15,0.13
"ME",1999,"1999-11-22",1,20.000,20000,"CYCLOPOID",56560.00,15,0.75
"ME",1999,"1999-11-22",1,20.000,20100,"ACANTHOCYCLOPS",1620.00,1,1.36
"ME",1999,"1999-11-22",1,20.000,20302,"DIACYCLOPS THOMASI",8080.00,5,0.99
"ME",1999,"1999-11-22",1,20.000,30000,"CALANOID",9700.00,6,0.77
"ME",1999,"1999-11-22",1,20.000,30400,"DIAPTOMID",210080.00,15,1.07
"ME",1999,"1999-11-22",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",27580.00,15,2.00
"ME",1999,"1999-11-22",1,20.000,50300,"ALONA",540.00,1,0.64
"ME",1999,"1999-11-22",1,20.000,51000,"CHYDORUS",6900.00,13,0.33
"ME",1999,"1999-11-22",1,20.000,51100,"DAPHNIA",63140.00,26,0.83
"ME",1999,"1999-11-22",1,20.000,51103,"DAPHNIA MENDOTAE",28120.00,49,1.32
"ME",1999,"1999-11-22",1,20.000,51130,"DAPHNIA PULICARIA",116180.00,50,1.35
"ME",2000,"2000-01-24",1,20.000,10000,"COPEPOD NAUPLII",87920.00,15,0.14
"ME",2000,"2000-01-24",1,20.000,20000,"CYCLOPOID",21220.00,15,0.84
"ME",2000,"2000-01-24",1,20.000,20302,"DIACYCLOPS THOMASI",8840.00,15,0.95
"ME",2000,"2000-01-24",1,20.000,30000,"CALANOID",580.00,1,0.96
"ME",2000,"2000-01-24",1,20.000,30400,"DIAPTOMID",93180.00,15,1.09
"ME",2000,"2000-01-24",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",23760.00,15,1.99
"ME",2000,"2000-01-24",1,20.000,40000,"HARPACTICOID",1180.00,2,0.96
"ME",2000,"2000-01-24",1,20.000,51000,"CHYDORUS",560.00,2,0.28
"ME",2000,"2000-01-24",1,20.000,51103,"DAPHNIA MENDOTAE",15000.00,53,1.31
"ME",2000,"2000-01-24",1,20.000,51130,"DAPHNIA PULICARIA",29700.00,75,1.25
"ME",2000,"2000-02-28",1,20.000,10000,"COPEPOD NAUPLII",49020.00,13,0.19
"ME",2000,"2000-02-28",1,20.000,20000,"CYCLOPOID",6700.00,13,0.86
"ME",2000,"2000-02-28",1,20.000,20302,"DIACYCLOPS THOMASI",14440.00,15,1.08
"ME",2000,"2000-02-28",1,20.000,30000,"CALANOID",1540.00,3,0.91
"ME",2000,"2000-02-28",1,20.000,30400,"DIAPTOMID",115060.00,15,1.09
"ME",2000,"2000-02-28",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",13620.00,15,2.02
"ME",2000,"2000-02-28",1,20.000,51103,"DAPHNIA MENDOTAE",9660.00,39,1.32
"ME",2000,"2000-02-28",1,20.000,51130,"DAPHNIA PULICARIA",14860.00,57,1.44
"ME",2000,"2000-03-13",1,20.000,10000,"COPEPOD NAUPLII",60340.00,15,0.19
"ME",2000,"2000-03-13",1,20.000,20000,"CYCLOPOID",4840.00,9,0.88
"ME",2000,"2000-03-13",1,20.000,20302,"DIACYCLOPS THOMASI",19940.00,15,1.13
"ME",2000,"2000-03-13",1,20.000,30000,"CALANOID",3240.00,6,0.85
"ME",2000,"2000-03-13",1,20.000,30400,"DIAPTOMID",134660.00,15,1.10
"ME",2000,"2000-03-13",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",15560.00,15,2.03
"ME",2000,"2000-03-13",1,20.000,51000,"CHYDORUS",180.00,1,0.36
"ME",2000,"2000-03-13",1,20.000,51103,"DAPHNIA MENDOTAE",6020.00,34,1.30
"ME",2000,"2000-03-13",1,20.000,51130,"DAPHNIA PULICARIA",14140.00,57,1.62
"ME",2000,"2000-03-29",1,20.000,10000,"COPEPOD NAUPLII",185300.00,15,0.15
"ME",2000,"2000-03-29",1,20.000,20000,"CYCLOPOID",17700.00,15,0.54
"ME",2000,"2000-03-29",1,20.000,20100,"ACANTHOCYCLOPS",2220.00,3,1.07
"ME",2000,"2000-03-29",1,20.000,20302,"DIACYCLOPS THOMASI",13260.00,15,1.15
"ME",2000,"2000-03-29",1,20.000,30000,"CALANOID",1480.00,2,0.76
"ME",2000,"2000-03-29",1,20.000,30400,"DIAPTOMID",128260.00,15,1.11
"ME",2000,"2000-03-29",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",11680.00,15,1.99
"ME",2000,"2000-03-29",1,20.000,50300,"ALONA",360.00,1,0.40
"ME",2000,"2000-03-29",1,20.000,51000,"CHYDORUS",1420.00,4,0.34
"ME",2000,"2000-03-29",1,20.000,51103,"DAPHNIA MENDOTAE",6720.00,19,1.49
"ME",2000,"2000-03-29",1,20.000,51130,"DAPHNIA PULICARIA",27240.00,58,1.81
"ME",2000,"2000-03-29",1,20.000,53601,"SINOBOSMINA FRYEI",360.00,1,0.36
"ME",2000,"2000-04-10",1,20.000,10000,"COPEPOD NAUPLII",474785.00,15,0.17
"ME",2000,"2000-04-10",1,20.000,20000,"CYCLOPOID",16076.00,15,0.53
"ME",2000,"2000-04-10",1,20.000,20302,"DIACYCLOPS THOMASI",67520.00,15,1.11
"ME",2000,"2000-04-10",1,20.000,30400,"DIAPTOMID",213278.00,15,1.02
"ME",2000,"2000-04-10",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",17684.00,15,2.10
"ME",2000,"2000-04-10",1,20.000,51000,"CHYDORUS",2476.00,7,0.32
"ME",2000,"2000-04-10",1,20.000,51100,"DAPHNIA",707.00,2,0.50
"ME",2000,"2000-04-10",1,20.000,51103,"DAPHNIA MENDOTAE",6366.00,18,1.69
"ME",2000,"2000-04-10",1,20.000,51130,"DAPHNIA PULICARIA",74272.00,30,1.01
"ME",2000,"2000-04-10",1,20.000,53601,"SINOBOSMINA FRYEI",354.00,1,0.48
"ME",2000,"2000-04-25",1,20.000,10000,"COPEPOD NAUPLII",522443.00,15,0.19
"ME",2000,"2000-04-25",1,20.000,20000,"CYCLOPOID",152046.00,15,0.53
"ME",2000,"2000-04-25",1,20.000,20302,"DIACYCLOPS THOMASI",44585.00,15,0.93
"ME",2000,"2000-04-25",1,20.000,20601,"MESOCYCLOPS EDAX",3430.00,3,1.17
"ME",2000,"2000-04-25",1,20.000,30400,"DIAPTOMID",164621.00,15,1.09
"ME",2000,"2000-04-25",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",3773.00,10,1.93
"ME",2000,"2000-04-25",1,20.000,51000,"CHYDORUS",1886.00,5,0.32
"ME",2000,"2000-04-25",1,20.000,51103,"DAPHNIA MENDOTAE",1509.00,4,1.52
"ME",2000,"2000-04-25",1,20.000,51130,"DAPHNIA PULICARIA",64511.00,30,1.11
"ME",2000,"2000-05-09",1,20.000,10000,"COPEPOD NAUPLII",433273.00,15,0.22
"ME",2000,"2000-05-09",1,20.000,20000,"CYCLOPOID",37726.00,15,0.48
"ME",2000,"2000-05-09",1,20.000,20302,"DIACYCLOPS THOMASI",201203.00,15,0.96
"ME",2000,"2000-05-09",1,20.000,20601,"MESOCYCLOPS EDAX",4573.00,4,1.35
"ME",2000,"2000-05-09",1,20.000,30400,"DIAPTOMID",321239.00,15,0.95
"ME",2000,"2000-05-09",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",31312.00,15,2.02
"ME",2000,"2000-05-09",1,20.000,40000,"HARPACTICOID",377.00,1,0.96
"ME",2000,"2000-05-09",1,20.000,51000,"CHYDORUS",755.00,2,0.32
"ME",2000,"2000-05-09",1,20.000,51100,"DAPHNIA",1132.00,3,0.61
"ME",2000,"2000-05-09",1,20.000,51103,"DAPHNIA MENDOTAE",9431.00,25,0.92
"ME",2000,"2000-05-09",1,20.000,51130,"DAPHNIA PULICARIA",308219.00,32,1.22
"ME",2000,"2000-05-22",1,20.000,10000,"COPEPOD NAUPLII",461138.00,15,0.14
"ME",2000,"2000-05-22",1,20.000,20000,"CYCLOPOID",10003.00,10,0.53
"ME",2000,"2000-05-22",1,20.000,20100,"ACANTHOCYCLOPS",4001.00,4,1.30
"ME",2000,"2000-05-22",1,20.000,20302,"DIACYCLOPS THOMASI",88026.00,15,0.70
"ME",2000,"2000-05-22",1,20.000,20601,"MESOCYCLOPS EDAX",5002.00,5,1.20
"ME",2000,"2000-05-22",1,20.000,30400,"DIAPTOMID",233070.00,15,0.94
"ME",2000,"2000-05-22",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",14524.00,15,2.06
"ME",2000,"2000-05-22",1,20.000,40000,"HARPACTICOID",990.00,3,0.65
"ME",2000,"2000-05-22",1,20.000,51000,"CHYDORUS",990.00,3,0.39
"ME",2000,"2000-05-22",1,20.000,51103,"DAPHNIA MENDOTAE",2641.00,8,1.05
"ME",2000,"2000-05-22",1,20.000,51130,"DAPHNIA PULICARIA",226448.00,31,1.22
"ME",2000,"2000-05-22",1,20.000,53601,"SINOBOSMINA FRYEI",990.00,3,0.43
"ME",2000,"2000-06-06",1,20.000,10000,"COPEPOD NAUPLII",556167.00,15,0.19
"ME",2000,"2000-06-06",1,20.000,20000,"CYCLOPOID",4001.00,4,0.49
"ME",2000,"2000-06-06",1,20.000,20100,"ACANTHOCYCLOPS",1000.00,1,0.92
"ME",2000,"2000-06-06",1,20.000,20302,"DIACYCLOPS THOMASI",12004.00,12,0.80
"ME",2000,"2000-06-06",1,20.000,20601,"MESOCYCLOPS EDAX",1000.00,1,1.28
"ME",2000,"2000-06-06",1,20.000,30400,"DIAPTOMID",163049.00,15,0.70
"ME",2000,"2000-06-06",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",6272.00,15,2.01
"ME",2000,"2000-06-06",1,20.000,51100,"DAPHNIA",330.00,1,0.52
"ME",2000,"2000-06-06",1,20.000,51130,"DAPHNIA PULICARIA",47534.00,35,1.52
"ME",2000,"2000-06-06",1,20.000,53601,"SINOBOSMINA FRYEI",660.00,2,0.28
"ME",2000,"2000-06-19",1,20.000,10000,"COPEPOD NAUPLII",214922.00,15,0.22
"ME",2000,"2000-06-19",1,20.000,20000,"CYCLOPOID",61733.00,15,0.50
"ME",2000,"2000-06-19",1,20.000,20302,"DIACYCLOPS THOMASI",20578.00,15,0.76
"ME",2000,"2000-06-19",1,20.000,30400,"DIAPTOMID",208062.00,15,0.61
"ME",2000,"2000-06-19",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",3395.00,9,1.98
"ME",2000,"2000-06-19",1,20.000,51103,"DAPHNIA MENDOTAE",6413.00,17,1.04
"ME",2000,"2000-06-19",1,20.000,51130,"DAPHNIA PULICARIA",89409.00,31,1.49
"ME",2000,"2000-07-03",1,20.000,10000,"COPEPOD NAUPLII",402121.00,15,0.17
"ME",2000,"2000-07-03",1,20.000,20000,"CYCLOPOID",38011.00,15,0.45
"ME",2000,"2000-07-03",1,20.000,20302,"DIACYCLOPS THOMASI",85026.00,15,0.69
"ME",2000,"2000-07-03",1,20.000,20601,"MESOCYCLOPS EDAX",20006.00,15,1.03
"ME",2000,"2000-07-03",1,20.000,30400,"DIAPTOMID",213064.00,15,0.79
"ME",2000,"2000-07-03",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",2641.00,8,1.95
"ME",2000,"2000-07-03",1,20.000,50300,"ALONA",330.00,1,0.72
"ME",2000,"2000-07-03",1,20.000,51000,"CHYDORUS",1320.00,4,0.31
"ME",2000,"2000-07-03",1,20.000,51100,"DAPHNIA",660.00,2,0.56
"ME",2000,"2000-07-03",1,20.000,51103,"DAPHNIA MENDOTAE",5942.00,18,1.26
"ME",2000,"2000-07-03",1,20.000,51107,"DAPHNIA RETROCURVA",330.00,1,1.04
"ME",2000,"2000-07-03",1,20.000,51130,"DAPHNIA PULICARIA",200040.00,32,1.22
"ME",2000,"2000-07-03",1,20.000,53601,"SINOBOSMINA FRYEI",330.00,1,0.36
"ME",2000,"2000-07-17",1,20.000,10000,"COPEPOD NAUPLII",256934.00,15,0.21
"ME",2000,"2000-07-17",1,20.000,20000,"CYCLOPOID",33224.00,15,0.49
"ME",2000,"2000-07-17",1,20.000,20302,"DIACYCLOPS THOMASI",44299.00,15,0.83
"ME",2000,"2000-07-17",1,20.000,20601,"MESOCYCLOPS EDAX",15505.00,7,1.09
"ME",2000,"2000-07-17",1,20.000,30400,"DIAPTOMID",143972.00,15,0.83
"ME",2000,"2000-07-17",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",1462.00,2,1.80
"ME",2000,"2000-07-17",1,20.000,51000,"CHYDORUS",7309.00,10,0.26
"ME",2000,"2000-07-17",1,20.000,51100,"DAPHNIA",731.00,1,0.56
"ME",2000,"2000-07-17",1,20.000,51107,"DAPHNIA RETROCURVA",2193.00,3,1.20
"ME",2000,"2000-07-17",1,20.000,51130,"DAPHNIA PULICARIA",73093.00,30,1.27
"ME",2000,"2000-07-17",1,20.000,52301,"LEPTODORA KINDTI",156.00,11,5.64
"ME",2000,"2000-07-31",1,20.000,10000,"COPEPOD NAUPLII",230069.00,15,0.17
"ME",2000,"2000-07-31",1,20.000,20000,"CYCLOPOID",44299.00,15,0.45
"ME",2000,"2000-07-31",1,20.000,20302,"DIACYCLOPS THOMASI",101459.00,15,0.87
"ME",2000,"2000-07-31",1,20.000,20601,"MESOCYCLOPS EDAX",40012.00,15,1.15
"ME",2000,"2000-07-31",1,20.000,30400,"DIAPTOMID",204347.00,15,0.79
"ME",2000,"2000-07-31",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",11318.00,15,1.92
"ME",2000,"2000-07-31",1,20.000,51000,"CHYDORUS",41970.00,30,0.27
"ME",2000,"2000-07-31",1,20.000,51107,"DAPHNIA RETROCURVA",4244.00,9,1.06
"ME",2000,"2000-07-31",1,20.000,51130,"DAPHNIA PULICARIA",9431.00,19,1.58
"ME",2000,"2000-07-31",1,20.000,51202,"DIAPHANOSOMA BIRGEI",943.00,2,0.62
"ME",2000,"2000-07-31",1,20.000,52301,"LEPTODORA KINDTI",184.00,13,9.49
"ME",2000,"2000-08-16",1,20.000,10000,"COPEPOD NAUPLII",283580.00,15,0.20
"ME",2000,"2000-08-16",1,20.000,20000,"CYCLOPOID",30000.00,15,0.49
"ME",2000,"2000-08-16",1,20.000,20100,"ACANTHOCYCLOPS",1500.00,2,1.00
"ME",2000,"2000-08-16",1,20.000,20302,"DIACYCLOPS THOMASI",32260.00,15,0.78
"ME",2000,"2000-08-16",1,20.000,20601,"MESOCYCLOPS EDAX",21760.00,15,1.05
"ME",2000,"2000-08-16",1,20.000,30400,"DIAPTOMID",225060.00,15,0.77
"ME",2000,"2000-08-16",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",7920.00,15,1.90
"ME",2000,"2000-08-16",1,20.000,51000,"CHYDORUS",8660.00,15,0.28
"ME",2000,"2000-08-16",1,20.000,51103,"DAPHNIA MENDOTAE",980.00,4,0.93
"ME",2000,"2000-08-16",1,20.000,51130,"DAPHNIA PULICARIA",12880.00,51,1.40
"ME",2000,"2000-08-16",1,20.000,51202,"DIAPHANOSOMA BIRGEI",500.00,2,0.86
"ME",2000,"2000-08-16",1,20.000,52301,"LEPTODORA KINDTI",140.00,10,4.37
"ME",2000,"2000-08-28",1,20.000,10000,"COPEPOD NAUPLII",19540.00,15,0.21
"ME",2000,"2000-08-28",1,20.000,20000,"CYCLOPOID",16140.00,15,0.45
"ME",2000,"2000-08-28",1,20.000,20100,"ACANTHOCYCLOPS",2540.00,3,1.12
"ME",2000,"2000-08-28",1,20.000,20302,"DIACYCLOPS THOMASI",33980.00,15,0.80
"ME",2000,"2000-08-28",1,20.000,20601,"MESOCYCLOPS EDAX",20400.00,15,1.18
"ME",2000,"2000-08-28",1,20.000,30400,"DIAPTOMID",220060.00,15,0.88
"ME",2000,"2000-08-28",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",5100.00,15,1.99
"ME",2000,"2000-08-28",1,20.000,51000,"CHYDORUS",840.00,3,0.32
"ME",2000,"2000-08-28",1,20.000,51103,"DAPHNIA MENDOTAE",1980.00,7,1.38
"ME",2000,"2000-08-28",1,20.000,51130,"DAPHNIA PULICARIA",3400.00,12,1.60
"ME",2000,"2000-08-28",1,20.000,51202,"DIAPHANOSOMA BIRGEI",560.00,2,0.62
"ME",2000,"2000-08-28",1,20.000,52301,"LEPTODORA KINDTI",60.00,4,8.38
"ME",2000,"2000-09-25",1,20.000,10000,"COPEPOD NAUPLII",54520.00,15,0.22
"ME",2000,"2000-09-25",1,20.000,20000,"CYCLOPOID",8920.00,9,0.45
"ME",2000,"2000-09-25",1,20.000,20302,"DIACYCLOPS THOMASI",81280.00,15,0.83
"ME",2000,"2000-09-25",1,20.000,20601,"MESOCYCLOPS EDAX",15860.00,15,1.14
"ME",2000,"2000-09-25",1,20.000,30400,"DIAPTOMID",664160.00,15,0.74
"ME",2000,"2000-09-25",1,20.000,30901,"AGLAODIAPTOMUS CLAVIPES",10560.00,15,1.90
"ME",2000,"2000-09-25",1,20.000,51000,"CHYDORUS",340.00,1,0.36
"ME",2000,"2000-09-25",1,20.000,51103,"DAPHNIA MENDOTAE",15200.00,45,1.04
"ME",2000,"2000-09-25",1,20.000,51130,"DAPHNIA PULICARIA",2640.00,8,1.20
"ME",2000,"2000-09-25",1,20.000,51202,"DIAPHANOSOMA BIRGEI",75600.00,15,0.80
"ME",2000,"2000-09-25",1,20.000,52301,"LEPTODORA KINDTI",80.00,6,5.70
"ME",2000,"2000-09-25",1,20.000,53601,"SINOBOSMINA FRYEI",340.00,1,0.32
"ME",2000,"2000-10-24",1,20.000,10000,"COPEPOD NAUPLII",8580.00,6,0.18
"ME",2000,"2000-10-24",1,20.000,20000,"CYCLOPOID",1420.00,1,0.48
"ME",2000,"2000-10-24",1,20.000,20302,"DIACYCLOPS THOMASI",137180.00,15,0.78
"ME",2000,"2000-10-24",1,20.000,20601,"MESOCYCLOPS EDAX",4280.00,3,0.97
"ME",2000,"2000-10-24",1,20.000,30400,"DIAPTOMID",830240.00,15,0.93
